,address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,unique_key,x_coordinate_state_plane,y_coordinate_state_plane,created_time,lonlat,geometry
40,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-07-09T01:58:59.000,11 MANHATTAN,Urinating in Public,2014-07-08 20:23:40,,,N/A,2014-07-09T04:23:40.000,Precinct,,10037,EAST  139 STREET,5 AVENUE,,40.8153263396,"{u'type': u'Point', u'coordinates': [-73.935755322435, 40.815326339634]}",Street/Sidewalk,-73.9357553224,PHONE,MANHATTAN,Unspecified,2014-07-09T01:58:59.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,,28430237,1002033,236329,20:23:40,"(-73.93575532243506, 40.81532633963432)",POINT (-73.93575532243506 40.81532633963432)
41,ADDRESS,NYPD,New York City Police Department,1007540014,MANHATTAN,NEW YORK,2014-07-17T01:15:46.000,04 MANHATTAN,Urinating in Public,2014-07-17 00:03:20,8 AVENUE,9 AVENUE,N/A,2014-07-17T08:03:20.000,Precinct,349 WEST 30 STREET,10001,,,,40.7502857567,"{u'type': u'Point', u'coordinates': [-73.996683168791, 40.750285756715]}",Residential Building/House,-73.9966831688,PHONE,MANHATTAN,Unspecified,2014-07-17T01:15:46.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 30 STREET,28492162,985169,212626,00:03:20,"(-73.99668316879126, 40.75028575671474)",POINT (-73.99668316879126 40.75028575671474)
42,ADDRESS,NYPD,New York City Police Department,1001640001,MANHATTAN,NEW YORK,2014-07-18T02:55:31.000,03 MANHATTAN,Urinating in Public,2014-07-18 02:34:03,MULBERRY STREET,MOTT STREET,N/A,2014-07-18T10:34:03.000,Precinct,100 MOSCO STREET,10013,,,,40.7144667577,"{u'type': u'Point', u'coordinates': [-73.999473343723, 40.714466757741]}",Residential Building/House,-73.9994733437,PHONE,MANHATTAN,Unspecified,2014-07-18T02:55:31.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,MOSCO STREET,28507695,984396,199576,02:34:03,"(-73.9994733437229, 40.714466757741214)",POINT (-73.9994733437229 40.71446675774121)
43,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-07-21T01:37:05.000,12 MANHATTAN,Urinating in Public,2014-07-20 22:56:46,,,N/A,2014-07-21T06:56:46.000,Precinct,,10034,WEST  212 STREET,BROADWAY,,40.8684832344,"{u'type': u'Point', u'coordinates': [-73.918558835404, 40.868483234353]}",Street/Sidewalk,-73.9185588354,PHONE,MANHATTAN,Unspecified,2014-07-21T01:37:05.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,28515117,1006775,255700,22:56:46,"(-73.91855883540413, 40.86848323435348)",POINT (-73.91855883540413 40.86848323435348)
44,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-08-03T21:28:01.000,06 MANHATTAN,Urinating in Public,2014-08-03 21:06:05,,,N/A,2014-08-04T05:06:05.000,Precinct,,10016,EAST   29 STREET,3 AVENUE,,40.7425878623,"{u'type': u'Point', u'coordinates': [-73.980411665101, 40.742587862274]}",Street/Sidewalk,-73.9804116651,PHONE,MANHATTAN,Unspecified,2014-08-03T21:28:01.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,28608519,989678,209822,21:06:05,"(-73.98041166510122, 40.74258786227404)",POINT (-73.98041166510122 40.74258786227404)
45,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-08-07T23:05:51.000,12 MANHATTAN,Urinating in Public,2014-08-07 21:54:37,,,N/A,2014-08-08T05:54:37.000,Precinct,,10033,WEST  181 STREET,AUDUBON AVENUE,,40.8487357794,"{u'type': u'Point', u'coordinates': [-73.9323362521, 40.848735779402]}",Street/Sidewalk,-73.9323362521,PHONE,MANHATTAN,Unspecified,2014-08-07T23:05:51.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,28636036,1002970,248502,21:54:37,"(-73.93233625210037, 40.84873577940157)",POINT (-73.93233625210037 40.84873577940157)
46,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-08-08T01:14:51.000,08 MANHATTAN,Urinating in Public,2014-08-07 23:56:12,LEXINGTON AVENUE,3 AVENUE,N/A,2014-08-08T07:56:12.000,Precinct,EAST 86 STREET,10028,,,,40.7791571073,"{u'type': u'Point', u'coordinates': [-73.954786321705, 40.779157107277]}",Street/Sidewalk,-73.9547863217,PHONE,MANHATTAN,Unspecified,2014-08-08T01:14:51.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 86 STREET,28640684,996772,223148,23:56:12,"(-73.95478632170517, 40.7791571072768)",POINT (-73.95478632170517 40.7791571072768)
47,ADDRESS,NYPD,New York City Police Department,1019800001,MANHATTAN,NEW YORK,2014-08-08T22:28:31.000,09 MANHATTAN,Urinating in Public,2014-08-08 20:08:07,AMSTERDAM AVENUE,OLD BROADWAY,N/A,2014-08-09T04:08:07.000,Precinct,550 WEST 125 STREET,10027,,,,40.8143618987,"{u'type': u'Point', u'coordinates': [-73.957146753426, 40.81436189875]}",Residential Building/House,-73.9571467534,PHONE,MANHATTAN,Unspecified,2014-08-08T22:28:31.000,The Police Department reviewed your complaint and provided additional information below.,Closed,WEST 125 STREET,28645276,996112,235974,20:08:07,"(-73.95714675342616, 40.814361898749894)",POINT (-73.95714675342616 40.81436189874989)
48,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-08-28T22:00:10.000,07 MANHATTAN,Urinating in Public,2014-08-28 21:24:30,WEST 96 STREET,WEST 97 STREET,N/A,2014-08-29T05:24:30.000,Precinct,BROADWAY,10025,,,,40.7949885905,"{u'type': u'Point', u'coordinates': [-73.971536996663, 40.794988590527]}",Street/Sidewalk,-73.9715369967,PHONE,MANHATTAN,Unspecified,2014-08-28T22:00:10.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,BROADWAY,28776962,992131,228914,21:24:30,"(-73.9715369966634, 40.79498859052682)",POINT (-73.9715369966634 40.79498859052682)
49,ADDRESS,NYPD,New York City Police Department,1015767501,MANHATTAN,NEW YORK,2014-09-04T00:14:18.000,08 MANHATTAN,Urinating in Public,2014-09-03 22:52:59,YORK AVENUE,EAST END AVENUE,N/A,2014-09-04T06:52:59.000,Precinct,510 EAST 80 STREET,10075,,,,40.7718456412,"{u'type': u'Point', u'coordinates': [-73.949422705186, 40.771845641168]}",Residential Building/House,-73.9494227052,PHONE,MANHATTAN,Unspecified,2014-09-04T00:14:18.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 80 STREET,28809515,998259,220485,22:52:59,"(-73.9494227051865, 40.77184564116841)",POINT (-73.94942270518651 40.77184564116841)
50,ADDRESS,NYPD,New York City Police Department,1013060001,MANHATTAN,NEW YORK,2014-09-04T23:05:04.000,05 MANHATTAN,Urinating in Public,2014-09-04 22:37:54,EAST 51 STREET,EAST 52 STREET,N/A,2014-09-05T06:37:54.000,Precinct,345 PARK AVENUE,10022,,,,40.757965277,"{u'type': u'Point', u'coordinates': [-73.973397318065, 40.757965276981]}",Residential Building/House,-73.9733973181,PHONE,MANHATTAN,Unspecified,2014-09-04T23:05:04.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,PARK AVENUE,28817036,991620,215425,22:37:54,"(-73.9733973180647, 40.757965276981416)",POINT (-73.9733973180647 40.75796527698142)
51,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-09-17T23:01:19.000,07 MANHATTAN,Urinating in Public,2014-09-17 22:42:16,,,N/A,2014-09-18T06:42:16.000,Precinct,,10023,WEST   67 STREET,BROADWAY,,40.7746797026,"{u'type': u'Point', u'coordinates': [-73.982200252477, 40.774679702585]}",Street/Sidewalk,-73.9822002525,PHONE,MANHATTAN,Unspecified,2014-09-17T23:01:19.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,,28899840,989180,221514,22:42:16,"(-73.98220025247693, 40.774679702585445)",POINT (-73.98220025247693 40.77467970258544)
52,ADDRESS,NYPD,New York City Police Department,1014890037,MANHATTAN,NEW YORK,2014-09-25T23:03:17.000,08 MANHATTAN,Urinating in Public,2014-09-25 22:57:05,YORK AVENUE,CHEROKEE PLACE,N/A,2014-09-26T06:57:05.000,Precinct,508 EAST 78 STREET,10075,,,,40.7704517128,"{u'type': u'Point', u'coordinates': [-73.950340771838, 40.770451712779]}",Street/Sidewalk,-73.9503407718,PHONE,MANHATTAN,Unspecified,2014-09-25T23:03:17.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,Closed,EAST 78 STREET,28954446,998005,219977,22:57:05,"(-73.95034077183797, 40.77045171277939)",POINT (-73.95034077183797 40.77045171277939)
53,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-10-04T03:14:23.000,02 MANHATTAN,Urinating in Public,2014-10-04 01:50:14,,,N/A,2014-10-04T09:50:14.000,Precinct,,10014,CARMINE STREET,BLEEKER STREET,,40.7303232008,"{u'type': u'Point', u'coordinates': [-74.002467935696, 40.730323200763]}",Residential Building/House,-74.0024679357,PHONE,MANHATTAN,Unspecified,2014-10-04T03:14:24.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,29002026,983566,205353,01:50:14,"(-74.00246793569633, 40.73032320076338)",POINT (-74.00246793569633 40.73032320076338)
54,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-10-04T21:49:38.000,06 MANHATTAN,Urinating in Public,2014-10-04 21:12:44,,,N/A,2014-10-05T05:12:44.000,Precinct,,10003,EAST   17 STREET,RUTHERFORD PLACE,,40.7345984908,"{u'type': u'Point', u'coordinates': [-73.984347087694, 40.734598490837]}",Street/Sidewalk,-73.9843470877,PHONE,MANHATTAN,Unspecified,2014-10-04T21:49:38.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,29007689,988588,206911,21:12:44,"(-73.9843470876936, 40.73459849083679)",POINT (-73.98434708769361 40.73459849083679)
55,ADDRESS,NYPD,New York City Police Department,1021629001,MANHATTAN,NEW YORK,2014-10-04T21:54:01.000,12 MANHATTAN,Urinating in Public,2014-10-04 21:00:04,CROSS BRONX EXPRESSWAY,WEST 179 STREET,N/A,2014-10-05T05:00:04.000,Precinct,1365 ST NICHOLAS AVENUE,10033,,,,40.847779336,"{u'type': u'Point', u'coordinates': [-73.934870965085, 40.847779336017]}",Residential Building/House,-73.9348709651,PHONE,MANHATTAN,Unspecified,2014-10-04T21:54:01.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,ST NICHOLAS AVENUE,29008323,1002269,248153,21:00:04,"(-73.9348709650853, 40.84777933601725)",POINT (-73.9348709650853 40.84777933601725)
56,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-10-10T22:49:10.000,03 MANHATTAN,Urinating in Public,2014-10-10 22:15:19,,,N/A,2014-10-11T06:15:19.000,Precinct,,10002,ESSEX STREET,DELANCY STREET,,40.7185558472,"{u'type': u'Point', u'coordinates': [-73.988200011101, 40.718555847233]}",Street/Sidewalk,-73.9882000111,PHONE,MANHATTAN,Unspecified,2014-10-10T22:49:10.000,This complaint does not fall under the Police Department's jurisdiction.,Closed,,29050257,987521,201066,22:15:19,"(-73.98820001110087, 40.71855584723336)",POINT (-73.98820001110087 40.71855584723336)
57,ADDRESS,NYPD,New York City Police Department,1008020031,MANHATTAN,NEW YORK,2014-10-17T22:28:53.000,05 MANHATTAN,Urinating in Public,2014-10-17 21:54:52,AVENUE OF THE AMERICAS,7 AVENUE,N/A,2014-10-18T05:54:52.000,Precinct,109 WEST 26 STREET,10001,,,,40.7450567808,"{u'type': u'Point', u'coordinates': [-73.99200269741, 40.74505678075]}",Residential Building/House,-73.9920026974,PHONE,MANHATTAN,Unspecified,2014-10-17T22:28:53.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 26 STREET,29087163,986466,210721,21:54:52,"(-73.99200269741, 40.74505678075038)",POINT (-73.99200269741 40.74505678075038)
58,ADDRESS,NYPD,New York City Police Department,1005897501,MANHATTAN,NEW YORK,2014-11-30T23:46:01.000,02 MANHATTAN,Urinating in Public,2014-11-30 21:43:28,WEST 4 STREET,BLEECKER STREET,N/A,2014-12-01T05:43:28.000,Precinct,2 CORNELIA STREET,10014,,,,40.7316708931,"{u'type': u'Point', u'coordinates': [-74.001428833774, 40.731670893057]}",Residential Building/House,-74.0014288338,PHONE,MANHATTAN,Unspecified,2014-11-30T23:46:01.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,CORNELIA STREET,29400821,983854,205844,21:43:28,"(-74.00142883377391, 40.731670893056894)",POINT (-74.00142883377391 40.73167089305689)
59,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-12-03T01:20:14.000,04 MANHATTAN,Urinating in Public,2014-12-03 00:00:18,,,N/A,2014-12-03T08:00:18.000,Precinct,,10019,WEST   49 STREET,9 AVENUE,,40.7628589941,"{u'type': u'Point', u'coordinates': [-73.989401463784, 40.762858994116]}",Street/Sidewalk,-73.9894014638,PHONE,MANHATTAN,Unspecified,2014-12-03T01:20:14.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,29417159,987186,217207,00:00:18,"(-73.98940146378408, 40.76285899411614)",POINT (-73.98940146378408 40.76285899411614)
60,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-12-03T01:17:00.000,04 MANHATTAN,Urinating in Public,2014-12-03 00:12:54,9 AVENUE,10 AVENUE,N/A,2014-12-03T08:12:54.000,Precinct,WEST 49 STREET,10019,,,,40.76345747,"{u'type': u'Point', u'coordinates': [-73.990823664465, 40.763457470026]}",Street/Sidewalk,-73.9908236645,PHONE,MANHATTAN,Unspecified,2014-12-03T01:17:00.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST 49 STREET,29418345,986792,217425,00:12:54,"(-73.99082366446505, 40.763457470026104)",POINT (-73.99082366446505 40.7634574700261)
61,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-12-08T22:01:33.000,04 MANHATTAN,Urinating in Public,2014-12-08 21:30:45,,,N/A,2014-12-09T05:30:45.000,Precinct,,10019,9 AVENUE,WEST   49 STREET,,40.7628589941,"{u'type': u'Point', u'coordinates': [-73.989401463784, 40.762858994116]}",Street/Sidewalk,-73.9894014638,PHONE,MANHATTAN,Unspecified,2014-12-08T22:01:33.000,The Police Department reviewed your complaint and provided additional information below.,Closed,,29460947,987186,217207,21:30:45,"(-73.98940146378408, 40.76285899411614)",POINT (-73.98940146378408 40.76285899411614)
62,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-12-14T23:02:09.000,Unspecified MANHATTAN,Urinating in Public,2014-12-14 22:12:46,,,N/A,2014-12-15T06:12:46.000,Precinct,,10038,CLIFF STREET,FULTON STREET,,40.7083897546,"{u'type': u'Point', u'coordinates': [-74.004815219406, 40.708389754615]}",Street/Sidewalk,-74.0048152194,PHONE,MANHATTAN,Unspecified,2014-12-14T23:02:09.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,,29495525,982915,197362,22:12:46,"(-74.0048152194061, 40.70838975461549)",POINT (-74.0048152194061 40.70838975461549)
63,ADDRESS,NYPD,New York City Police Department,1016840001,MANHATTAN,NEW YORK,2014-12-28T22:18:18.000,11 MANHATTAN,Urinating in Public,2014-12-28 20:09:01,2 AVENUE,1 AVENUE,N/A,2014-12-29T04:09:01.000,Precinct,335 EAST 112 STREET,10029,,,,40.793899628,"{u'type': u'Point', u'coordinates': [-73.938246293006, 40.793899627991]}",Residential Building/House,-73.938246293,PHONE,MANHATTAN,Unspecified,2014-12-28T22:18:18.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,EAST 112 STREET,29589141,1001349,228522,20:09:01,"(-73.93824629300637, 40.79389962799122)",POINT (-73.93824629300637 40.79389962799122)
64,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2015-01-26T02:13:13.000,05 MANHATTAN,Urinating in Public,2015-01-26 00:55:41,,,N/A,2015-01-26T08:55:41.000,Precinct,,10010,EAST   22 STREET,PARK AVENUE SOUTH,,40.7395228903,"{u'type': u'Point', u'coordinates': [-73.986850293207, 40.739522890289]}",Subway Station,-73.9868502932,PHONE,MANHATTAN,Unspecified,2015-01-26T02:13:13.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,29791581,987894,208705,00:55:41,"(-73.98685029320727, 40.73952289028916)",POINT (-73.98685029320727 40.73952289028916)
65,ADDRESS,NYPD,New York City Police Department,1005007501,MANHATTAN,NEW YORK,2015-01-29T22:30:36.000,02 MANHATTAN,Urinating in Public,2015-01-29 22:02:04,SPRING STREET,PRINCE STREET,N/A,2015-01-30T06:02:04.000,Precinct,118 WOOSTER STREET,10012,,,,40.7249462487,"{u'type': u'Point', u'coordinates': [-74.000458190855, 40.72494624875]}",Residential Building/House,-74.0004581909,PHONE,MANHATTAN,Unspecified,2015-01-29T22:30:36.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WOOSTER STREET,29817899,984123,203394,22:02:04,"(-74.00045819085518, 40.724946248749646)",POINT (-74.00045819085518 40.72494624874965)
66,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2015-02-26T22:31:24.000,08 MANHATTAN,Urinating in Public,2015-02-26 22:15:18,LEXINGTON AVENUE,3 AVENUE,N/A,2015-02-27T06:15:18.000,Precinct,EAST 87 STREET,10128,,,,40.7798321184,"{u'type': u'Point', u'coordinates': [-73.954294797787, 40.779832118449]}",Street/Sidewalk,-73.9542947978,PHONE,MANHATTAN,Unspecified,2015-02-26T22:31:24.000,The Police Department reviewed your complaint and provided additional information below.,Closed,EAST 87 STREET,30048582,996908,223394,22:15:18,"(-73.95429479778672, 40.779832118449015)",POINT (-73.95429479778672 40.77983211844901)
67,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2015-02-28T00:25:46.000,02 MANHATTAN,Urinating in Public,2015-02-27 20:45:54,,,N/A,2015-02-28T04:45:54.000,Precinct,,10011,WEST   12 STREET,7 AVENUE,,40.7372290264,"{u'type': u'Point', u'coordinates': [-74.000645915607, 40.737229026356]}",Street/Sidewalk,-74.0006459156,PHONE,MANHATTAN,Unspecified,2015-02-28T00:25:46.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,,30055280,984071,207869,20:45:54,"(-74.0006459156074, 40.737229026356346)",POINT (-74.00064591560739 40.73722902635635)
68,ADDRESS,NYPD,New York City Police Department,1020500071,MANHATTAN,NEW YORK,2015-03-05T22:47:13.000,09 MANHATTAN,Urinating in Public,2015-03-05 22:19:47,WEST 141 STREET,WEST 144 STREET,N/A,2015-03-06T06:19:47.000,Precinct,44 HAMILTON TERRACE,10031,,,,40.8227645388,"{u'type': u'Point', u'coordinates': [-73.946529650129, 40.822764538771]}",Residential Building/House,-73.9465296501,PHONE,MANHATTAN,Unspecified,2015-03-05T22:47:13.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,HAMILTON TERRACE,30104488,999049,239037,22:19:47,"(-73.94652965012875, 40.822764538770954)",POINT (-73.94652965012875 40.82276453877095)
